City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
120,chuy,-33.6971,-53.4616,79.48,77,71,2.24,UY,1679254349
121,pangnirtung,66.1451,-65.7125,-7.6,71,75,11.5,CA,1679254349
122,kenora,49.8167,-94.4337,27.57,39,20,9.22,CA,1679254350
123,pangkalanbuun,-2.6833,111.6167,73.33,99,100,1.72,ID,1679254351
124,ziro,27.6333,93.8333,45.72,99,100,1.19,IN,1679254351
125,port-gentil,-0.7193,8.7815,80.56,89,20,1.14,GA,1679254352
126,comodoro rivadavia,-45.8667,-67.5,71.46,20,0,10.36,AR,1679254352
127,defiance,41.3334,-84.45,37.9,48,0,16.11,US,1679254353
128,hobart,-42.8794,147.3294,49.26,75,40,6.91,AU,1679254334
129,limon,10.0,-83.0333,86.05,74,0,9.22,CR,1679254354
130,polunochnoye,60.8697,60.4153,23.58,78,100,9.75,RU,1679254354
131,sorland,67.667,12.6934,31.86,87,100,4.14,NO,1679254355
132,saint george,37.1041,-113.5841,56.43,38,40,8.05,US,1679254136
133,boyolangu,-8.1181,111.8935,75.16,91,100,1.39,ID,1679254356
134,skjervoy,70.0311,20.9714,28.4,62,100,18.45,NO,1679254356
135,bambous virieux,-20.3428,57.7575,78.22,94,40,3.44,MU,1679254357
136,biltine,14.5333,20.9167,88.18,14,100,11.1,TD,1679254357
137,chiknayakanhalli,13.4172,76.6228,69.91,59,19,3.58,IN,1679254358
138,vestmannaeyjar,63.4427,-20.2734,35.02,67,100,10.58,IS,1679254359
139,pombal,-6.7703,-37.8017,82.06,59,62,15.03,BR,1679254359
140,imari,33.2667,129.8833,52.79,70,100,3.22,JP,1679254360
141,goderich,43.7501,-81.7165,33.91,59,100,18.41,CA,1679254360
142,kapaa,22.0752,-159.319,74.1,87,100,13.8,US,1679254190
143,tuktoyaktuk,69.4541,-133.0374,6.8,78,75,17.27,CA,1679254361
144,necochea,-38.5473,-58.7368,64.9,81,96,11.45,AR,1679254362
145,longyearbyen,78.2186,15.6401,3.04,55,20,13.8,SJ,1679254362
146,hervey bay,-25.2986,152.8535,77.63,71,26,10.74,AU,1679254363
147,pitimbu,-7.4706,-34.8086,86.59,77,100,11.07,BR,1679254363
148,vanavara,60.34,102.2797,1.51,95,100,11.16,RU,1679254364
149,peniche,39.3558,-9.3811,57.11,85,9,10.47,PT,1679254364
150,havre-saint-pierre,50.2334,-63.5986,32.36,69,100,21.85,CA,1679254365
151,tommot,58.9564,126.2925,6.76,97,100,3.27,RU,1679254366
152,cabo san lucas,22.8909,-109.9124,78.62,65,20,3.44,MX,1679254151
153,bethel,41.3712,-73.414,39.0,40,75,14.97,US,1679254367
154,yar-sale,66.8333,70.8333,19.62,93,100,25.08,RU,1679254367
155,ugoofaaru,5.6667,73.0,81.63,75,37,5.39,MV,1679254369
156,mecca,21.4267,39.8261,75.13,31,5,5.46,SA,1679254370
157,saldanha,-33.0117,17.9442,64.45,86,1,16.42,ZA,1679254371
158,lubawa,53.5043,19.7497,51.4,65,100,5.75,PL,1679254372
159,songjianghe,42.1859,127.479,26.06,77,97,4.92,CN,1679254373
160,nantucket,41.2835,-70.0995,41.09,49,0,25.32,US,1679254130
161,ruston,32.5232,-92.6379,50.59,27,0,11.5,US,1679254375
162,tuatapere,-46.1333,167.6833,60.13,82,100,7.38,NZ,1679254375
163,zhezkazgan,47.8043,67.7144,22.77,73,100,22.28,KZ,1679254376
164,sandwick,60.0,-1.25,40.82,81,75,2.3,GB,1679254376
165,yanggu,36.1106,115.7753,45.73,66,80,7.74,CN,1679254377
166,maldonado,-34.6667,-54.9167,78.19,85,83,7.36,UY,1679254378
167,alta floresta,-9.8756,-56.0861,89.42,58,40,6.91,BR,1679254378
168,northam,51.0333,-4.2167,46.26,89,100,10.51,GB,1679254379
169,kautokeino,69.0125,23.0412,17.64,97,100,7.27,NO,1679254379
170,kardla,58.9978,22.7492,37.06,99,85,3.71,EE,1679254380
171,caravelas,-17.7125,-39.2481,80.53,70,5,6.46,BR,1679254380
172,simao,22.7886,100.9748,60.37,65,89,1.32,CN,1679254381
173,ljungby,56.8332,13.9408,45.16,95,99,6.44,SE,1679254382
174,georgiyevka,43.0369,74.7114,32.04,80,0,4.47,KZ,1679254383
175,the pas,53.8251,-101.2541,15.82,57,0,8.05,CA,1679254261
176,erzincan,39.75,39.5,42.1,81,75,2.3,TR,1679254384
177,barrow,71.2906,-156.7887,-9.38,84,0,14.97,US,1679254385
178,san patricio,28.017,-97.5169,57.83,38,89,5.99,US,1679254386
179,schieren,49.8306,6.0986,50.23,84,17,1.01,LU,1679254387
180,davila,18.4726,120.5763,76.82,76,7,1.79,PH,1679254388
181,kapiri mposhi,-13.9652,28.6809,63.97,96,100,3.83,ZM,1679254388
182,hasaki,35.7333,140.8333,45.28,67,100,9.08,JP,1679254389
183,miramar,25.9873,-80.2323,79.0,74,100,13.8,US,1679254109
184,jian,27.1172,114.9793,53.4,91,99,2.13,CN,1679254390
185,samarai,-10.6167,150.6667,82.9,78,88,13.85,PG,1679254391
186,port hawkesbury,45.6169,-61.3485,43.79,49,75,11.5,CA,1679254395
187,faanui,-16.4833,-151.75,82.2,67,99,11.07,PF,1679254396
188,trairi,-3.2778,-39.2689,77.22,89,53,9.91,BR,1679254339
189,tecoanapa,16.5167,-98.75,85.19,57,3,10.89,MX,1679254397
190,georgetown,5.4112,100.3354,84.13,88,20,0.0,MY,1679254398
191,huadian,42.9633,126.7478,35.89,48,100,2.95,CN,1679254399
192,paramirim,-13.4425,-42.2389,77.58,59,97,6.26,BR,1679254399
193,snyder,32.7179,-100.9176,59.09,25,0,5.75,US,1679254400
194,clyde river,70.4692,-68.5914,-10.97,77,0,13.8,CA,1679254401
195,bosaso,11.2842,49.1816,80.96,72,100,5.75,SO,1679254402
196,kukes,42.0769,20.4219,50.54,76,17,5.48,AL,1679254403
197,wakkanai,45.4094,141.6739,39.87,79,8,20.04,JP,1679254405
198,markova,48.6758,24.4138,39.27,79,95,4.12,UA,1679254406
199,sambava,-14.2667,50.1667,77.97,87,17,4.68,MG,1679254407
200,cervo,43.6702,-7.4101,53.96,84,86,4.14,ES,1679254408
201,athens,37.9795,23.7162,57.16,62,20,4.61,GR,1679254408
202,nanortalik,60.1432,-45.2371,32.45,73,100,6.13,GL,1679254409
203,arraial do cabo,-22.9661,-42.0278,85.96,70,20,17.27,BR,1679254410
204,saint anthony,45.0205,-93.218,35.91,42,0,17.27,US,1679254410
205,gualaquiza,-3.4,-78.55,76.98,66,98,3.36,EC,1679254411
206,kahului,20.8947,-156.47,79.84,71,0,5.75,US,1679254398
207,atuona,-9.8,-139.0333,79.88,79,13,15.88,PF,1679254412
208,makat,47.6469,53.3463,47.59,52,11,13.0,KZ,1679254413
209,swan river,52.1058,-101.2676,21.09,79,100,10.36,CA,1679254414
210,nizhniy tsasuchey,50.5167,115.1333,31.3,68,100,5.41,RU,1679254417
211,provideniya,64.3833,-173.3,21.74,96,100,3.89,RU,1679254418
212,hamilton,39.1834,-84.5333,38.5,44,75,10.36,US,1679254163
213,yellowknife,62.456,-114.3525,9.12,56,75,8.99,CA,1679254325
214,tutoia,-2.7619,-42.2744,78.08,87,93,7.36,BR,1679254420
215,byron bay,-28.65,153.6167,68.7,86,13,5.75,AU,1679254421
216,winthrop,42.3751,-70.9828,40.96,32,40,19.57,US,1679254281
217,henties bay,-22.116,14.2845,64.15,81,19,6.53,NA,1679254422
218,matamoros,25.5333,-103.25,53.71,49,100,0.0,MX,1679254423
219,viedma,-40.8135,-62.9967,75.49,31,0,4.88,AR,1679254423
220,bergen,60.392,5.328,43.21,97,100,8.05,NO,1679254424
221,kindu,-2.95,25.95,73.49,81,100,2.28,CD,1679254425
222,rameshki,57.3439,36.0453,24.28,95,100,5.3,RU,1679254425
223,telfs,47.3,11.0667,49.48,99,100,0.58,AT,1679254426
224,norman wells,65.282,-126.8329,21.24,63,75,11.5,CA,1679254426
225,doha,25.2867,51.5333,75.51,56,0,9.22,QA,1679254302
226,tiarei,-17.5333,-149.3333,84.22,76,100,6.64,PF,1679254427
227,taveta,-3.3963,37.6736,72.95,76,100,3.89,KE,1679254428
228,atambua,-9.1061,124.8925,71.96,90,98,4.38,ID,1679254428
229,rolla,37.9514,-91.7713,40.21,29,0,8.05,US,1679254429
230,sinnamary,5.3833,-52.95,80.08,69,42,11.32,GF,1679254430
231,lorengau,-2.0226,147.2712,79.41,82,13,3.31,PG,1679254431
232,lebu,-37.6167,-73.65,59.41,69,8,20.11,CL,1679254431
233,ostrovnoy,68.0531,39.5131,17.8,86,45,11.43,RU,1679254432
234,zacatecoluca,13.5,-88.8667,96.62,50,91,10.42,SV,1679254433
235,victoria,22.2855,114.1577,70.97,91,75,11.99,HK,1679254216
236,ponta do sol,32.6667,-17.1,66.0,79,82,3.18,PT,1679254433
237,qarchi gak,37.04,66.7889,62.31,43,100,8.3,AF,1679254434
238,along,28.1667,94.7667,61.63,98,100,0.94,IN,1679254435
239,tahta,26.7693,31.5021,64.06,34,0,11.59,EG,1679254435
240,moa,20.6569,-74.9403,79.14,73,36,10.8,CU,1679254436
241,buala,-8.145,159.5921,79.2,83,38,5.61,SB,1679254442
242,newport,51.5877,-2.9984,47.44,84,99,11.74,GB,1679254230
243,sitka,57.0531,-135.33,37.29,93,100,0.0,US,1679254443
244,rudsar,37.1376,50.288,51.78,97,100,3.71,IR,1679254444
245,alofi,-19.0595,-169.9187,78.69,94,40,2.3,NU,1679254445
246,itoman,26.1247,127.6694,66.97,79,75,8.05,JP,1679254445
247,gamba,-2.65,10.0,78.42,85,100,5.19,GA,1679254446
248,llanes,43.4198,-4.7549,53.91,83,100,3.15,ES,1679254447
249,porto torres,40.835,8.3972,57.38,89,98,1.48,IT,1679254448
250,mulanje,-16.0316,35.5,69.94,97,100,3.62,MW,1679254449
251,fenoarivo,-18.933,47.4354,64.47,100,75,1.14,MG,1679254451
252,gizo,-8.103,156.8419,81.18,76,71,7.45,SB,1679254451
253,sarahan,31.5167,77.8,44.37,75,100,3.09,IN,1679254452
254,vao,-22.6667,167.4833,76.93,76,75,23.13,NC,1679254453
255,thompson,55.7435,-97.8558,8.76,66,75,10.36,CA,1679254228
256,sibu,2.3,111.8167,75.51,100,40,2.3,MY,1679254454
257,jumla,29.2747,82.1838,44.65,89,100,1.36,NP,1679254454
258,villamontes,-21.25,-63.5,87.78,46,100,7.58,BO,1679254455
259,ahome,25.9167,-109.1833,76.95,39,3,14.7,MX,1679254456
260,napanee,44.2501,-76.9494,31.95,48,100,17.72,CA,1679254376
261,lashio,22.9333,97.75,63.03,72,100,1.86,MM,1679254457
262,daru,-9.0763,143.2092,78.94,84,100,4.74,PG,1679254458
263,abu samrah,35.3029,37.1841,49.46,85,97,9.08,SY,1679254459
264,nemuro,43.3236,145.575,33.46,78,82,11.41,JP,1679254460
265,kavieng,-2.5744,150.7967,80.67,80,16,7.87,PG,1679254461
266,seredka,58.1584,28.1858,40.75,98,100,4.76,RU,1679254463
267,santa cruz cabralia,-16.2781,-39.0247,84.43,74,40,8.05,BR,1679254464
268,langham,52.3668,-106.9679,19.24,91,100,2.73,CA,1679254228
269,biak,-0.9131,122.8766,76.17,88,94,1.5,ID,1679254465
270,guymon,36.6828,-101.4816,55.4,24,0,16.11,US,1679254389
271,virginia beach,36.8529,-75.978,48.04,42,20,11.5,US,1679254363
272,senigallia,43.7093,13.2167,57.07,78,75,5.75,IT,1679254467
273,vardo,70.3705,31.1107,24.78,74,20,20.71,NO,1679254468
274,ulaangom,49.9811,92.0667,11.07,91,100,3.33,MN,1679254469
275,cidreira,-30.1811,-50.2056,77.22,74,100,8.81,BR,1679254469
276,chara,56.9064,118.2631,16.52,77,10,1.7,RU,1679254470
277,vila velha,-20.3297,-40.2925,84.15,79,20,11.5,BR,1679254471
278,george,-33.963,22.4617,65.82,83,97,1.99,ZA,1679254471
279,geraldton,-28.7667,114.6,66.61,94,0,10.36,AU,1679254472
280,kavaratti,10.5669,72.642,82.2,61,3,7.94,IN,1679254473
281,castro,-24.7911,-50.0119,76.96,66,33,3.51,BR,1679254474
282,salalah,17.0151,54.0924,80.69,83,75,8.05,OM,1679254474
283,grindavik,63.8424,-22.4338,28.87,54,0,14.97,IS,1679254476
284,inhambane,-23.865,35.3833,75.18,81,0,7.31,MZ,1679254477
285,beringovskiy,63.05,179.3167,7.36,96,31,3.4,RU,1679254478
286,yumen,40.2833,97.2,41.92,35,1,4.5,CN,1679254479
287,codrington,-38.2667,141.9667,54.93,65,44,14.94,AU,1679254480
288,san policarpo,12.1791,125.5072,76.87,72,99,7.85,PH,1679254480
289,severo-yeniseyskiy,60.3725,93.0408,-7.28,96,100,7.52,RU,1679254481
290,half moon bay,37.4636,-122.4286,59.11,90,100,14.97,US,1679254481
291,tortoli,39.9256,9.6572,55.22,88,40,9.22,IT,1679254483
292,westport,41.1415,-73.3579,40.44,35,20,17.0,US,1679254185
293,embu,-23.6489,-46.8522,83.75,98,59,5.03,BR,1679254484
294,santa cruz,-17.8,-63.1667,87.85,55,75,14.97,BO,1679254289
295,charters towers,-20.1,146.2667,69.13,79,97,6.78,AU,1679254313
296,svetlogorsk,52.6333,29.7333,36.73,67,16,5.84,BY,1679254486
297,mikhaylovka,50.06,43.2379,46.78,73,0,7.36,RU,1679254487
298,severo-kurilsk,50.6789,156.125,26.04,90,100,13.33,RU,1679254488
299,baker city,44.7749,-117.8344,43.59,50,0,6.91,US,1679254191
300,rocha,-34.4833,-54.3333,77.83,76,86,8.46,UY,1679254488
301,fare,-16.7,-151.0167,81.77,71,97,9.95,PF,1679254489
302,jiuquan,39.7432,98.5174,43.14,36,86,3.78,CN,1679254490
303,ciudad ojeda,10.1964,-71.3082,85.93,54,59,8.12,VE,1679254490
304,haines junction,60.7522,-137.5108,37.35,70,99,2.3,CA,1679254491
305,divnomorskoye,44.5011,38.1353,51.51,83,80,7.49,RU,1679254492
306,noumea,-22.2763,166.4572,79.0,99,90,13.89,NC,1679254204
307,murzzuschlag,47.6,15.6833,49.06,81,100,1.83,AT,1679254492
308,okrika,4.7416,7.0849,78.1,78,100,4.72,NG,1679254493
309,dzhida,50.6772,106.1806,11.59,97,41,2.8,RU,1679254494
310,cayenne,4.9333,-52.3333,84.24,65,65,16.11,GF,1679254494
311,lompoc,34.6391,-120.4579,60.69,75,0,26.46,US,1679254495
312,batagay-alyta,67.8006,130.4114,-17.1,98,100,2.57,RU,1679254495
313,aiquile,-18.2041,-65.1807,66.69,60,100,8.12,BO,1679254496
314,tarakan,3.3,117.6333,79.09,80,90,3.53,ID,1679254496
315,san miguelito,9.0333,-79.5,90.93,50,40,11.5,PA,1679254497
316,poya,-21.35,165.15,74.7,83,0,5.32,NC,1679254498
317,champerico,14.3,-91.9167,95.54,61,11,12.77,GT,1679254498
318,vytegra,61.0064,36.4481,33.01,98,100,5.14,RU,1679254499
319,fortuna,40.5982,-124.1573,55.92,88,100,13.8,US,1679254499
320,chumikan,54.7183,135.315,18.18,76,100,4.43,RU,1679254500
321,yurino,56.2942,46.3039,29.12,93,100,3.53,RU,1679254500
322,manaure,11.7751,-72.4445,88.39,39,20,19.33,CO,1679254501
323,namibe,-15.1961,12.1522,75.69,80,100,8.21,AO,1679254501
324,gushikawa,26.3544,127.8686,66.2,82,75,8.05,JP,1679254502
325,cheyenne,41.14,-104.8203,48.52,12,0,27.63,US,1679254503
326,dhanwar,24.4167,85.9833,68.95,75,88,4.81,IN,1679254504
327,kano,12.0001,8.5167,88.52,7,100,6.58,NG,1679254505
328,mackay,-21.15,149.2,76.68,79,68,15.17,AU,1679254329
329,lagoa,39.05,-27.9833,57.69,75,0,25.43,PT,1679254506
330,kurilsk,45.2333,147.8833,34.74,68,47,19.71,RU,1679254507
331,saskylakh,71.9167,114.0833,-19.53,97,100,7.7,RU,1679254508
332,erzin,36.9559,36.2,50.31,82,84,4.05,TR,1679254509
333,semme,46.1963,1.5007,46.81,91,98,3.31,FR,1679254510
334,akdepe,42.0551,59.3788,44.69,30,3,11.61,TM,1679254511
335,nioro,13.35,-15.75,81.84,46,46,13.02,GM,1679254511
